Gene,Importance
1554003_at,0.00017964679906314862
239959_x_at,0.00017856071445641452
227145_at,0.00017682838818346288
221796_at,0.00017666417475714855
1555929_s_at,0.00017351681740331563
218260_at,0.00017279524132580762
212472_at,0.0001707960060901235
205878_at,0.00016916945539723904
200700_s_at,0.0001673127292891334
210559_s_at,0.00016677440206851922
212115_at,0.00016661004803071092
218129_s_at,0.0001653159671972977
1563034_at,0.0001618198509390246
232079_s_at,0.0001591794193602645
200753_x_at,0.00015557337939129274
223101_s_at,0.0001536481690788032
200853_at,0.00015356109616624375
217052_x_at,0.00013256621057556196
1558254_s_at,0.00012284957123347067
205208_at,0.00011213689284583027
205384_at,0.00010757596599955507
233367_at,0.00010273091393576672
204170_s_at,9.891598693056257e-05
212165_at,9.847576136697941e-05
232951_at,9.810150553479664e-05
1561754_at,9.664043624914806e-05
202166_s_at,9.456836582065096e-05
209842_at,9.179727094407172e-05
32625_at,9.177825317592355e-05
204134_at,9.163162589194812e-05
204421_s_at,9.041187655138009e-05
213706_at,8.989045445568681e-05
1554747_a_at,8.929885745338085e-05
1556006_s_at,8.880126309377969e-05
201584_s_at,8.783072504627964e-05
210511_s_at,8.74120254139099e-05
202311_s_at,8.735973700039405e-05
200641_s_at,8.699183334291469e-05
200712_s_at,8.677347242921129e-05
218302_at,8.663769103106775e-05
224546_at,8.653356754133971e-05
223880_x_at,8.64017625304901e-05
218009_s_at,8.638418660283166e-05
223754_at,8.636998801857708e-05
201096_s_at,8.579575193900902e-05
216333_x_at,8.488534458363493e-05
213292_s_at,8.363472318728795e-05
242107_x_at,7.15079303709261e-05
1564494_s_at,6.651479882588824e-05
230494_at,6.468571428571594e-05
225681_at,6.439036418884503e-05
202503_s_at,6.202120584630176e-05
223781_x_at,4.956488838441233e-05
210495_x_at,4.5642595246200984e-05
201548_s_at,4.532817702564552e-05
1568954_s_at,4.173466186005536e-18
242452_at,3.0044322006073345e-18
201020_at,2.7985997324069512e-18
231031_at,2.395085124361687e-18
206180_x_at,2.3595912284855192e-18
235103_at,2.325375822604243e-18
207092_at,2.219278261513703e-18
217919_s_at,2.213463847741136e-18
222295_x_at,2.109795100937425e-18
1552509_a_at,1.6143986044234679e-18
200728_at,1.156781494203647e-18
205923_at,1.001340785093866e-18
200744_s_at,8.758353471612994e-19
213872_at,6.753481595438959e-19
231015_at,6.750399074577062e-19
218401_s_at,6.745060903715489e-19
213192_at,6.713109722056017e-19
204442_x_at,6.228383211171591e-19
201912_s_at,5.571179662661188e-19
214501_s_at,4.1937289522581045e-19
221079_s_at,3.644864266728633e-19
219017_at,3.453186170491113e-19
233208_x_at,3.4523281756531787e-19
1555618_s_at,2.5493950149285336e-19
1556364_at,2.25515063554524e-19
224917_at,1.290938232941403e-19
226524_at,1.2565332546384644e-19
212595_s_at,6.435695880022594e-20
205507_at,0.0
208750_s_at,0.0
207172_s_at,0.0
211571_s_at,0.0
209882_at,0.0
212559_at,0.0
222473_s_at,0.0
222399_s_at,0.0
201591_s_at,0.0
228880_at,0.0
229569_at,0.0
201351_s_at,0.0
201399_s_at,0.0
201277_s_at,0.0
235418_at,0.0
1554804_a_at,0.0
